Orthogroup	MG590297.1	MG590291.1
OG0000000	ATZ69357.1|ND1|NADH	ATZ69279.1|ND1|NADH
OG0000001	ATZ69356.1|ND2|NADH	ATZ69278.1|ND2|NADH
OG0000002	ATZ69353.1|COX1|cytochrome	ATZ69275.1|COX1|cytochrome
OG0000003	ATZ69359.1|COX2|cytochrome	ATZ69281.1|COX2|cytochrome
OG0000004	ATZ69364.1|ATP8|ATP	ATZ69286.1|ATP8|ATP
OG0000005	ATZ69360.1|ATP6|ATP	ATZ69282.1|ATP6|ATP
OG0000006	ATZ69358.1|COX3|cytochrome	ATZ69280.1|COX3|cytochrome
OG0000007	ATZ69362.1|ND3|NADH	ATZ69284.1|ND3|NADH
OG0000008	ATZ69363.1|ND4L|NADH	ATZ69285.1|ND4L|NADH
OG0000009	ATZ69354.1|ND4|NADH	ATZ69276.1|ND4|NADH
OG0000010	ATZ69352.1|ND5|NADH	ATZ69274.1|ND5|NADH
OG0000011	ATZ69355.1|CYTB|cytochrome	ATZ69277.1|CYTB|cytochrome
OG0000012	ATZ69361.1|ND6|NADH	ATZ69283.1|ND6|NADH
