Orthogroup	MG590293.1	MG590295.1
OG0000000	ATZ69305.1|ND1|NADH	ATZ69331.1|ND1|NADH
OG0000001	ATZ69304.1|ND2|NADH	ATZ69330.1|ND2|NADH
OG0000002	ATZ69301.1|COX1|cytochrome	ATZ69327.1|COX1|cytochrome
OG0000003	ATZ69307.1|COX2|cytochrome	ATZ69333.1|COX2|cytochrome
OG0000004	ATZ69312.1|ATP8|ATP	ATZ69338.1|ATP8|ATP
OG0000005	ATZ69308.1|ATP6|ATP	ATZ69334.1|ATP6|ATP
OG0000006	ATZ69306.1|COX3|cytochrome	ATZ69332.1|COX3|cytochrome
OG0000007	ATZ69310.1|ND3|NADH	ATZ69336.1|ND3|NADH
OG0000008	ATZ69311.1|ND4L|NADH	ATZ69337.1|ND4L|NADH
OG0000009	ATZ69302.1|ND4|NADH	ATZ69328.1|ND4|NADH
OG0000010	ATZ69300.1|ND5|NADH	ATZ69326.1|ND5|NADH
OG0000011	ATZ69303.1|CYTB|cytochrome	ATZ69329.1|CYTB|cytochrome
OG0000012	ATZ69309.1|ND6|NADH	ATZ69335.1|ND6|NADH
