Orthogroup	MG590296.1	MG590274.1
OG0000000	ATZ69344.1|ND1|NADH	ATZ69058.1|ND1|NADH
OG0000001	ATZ69343.1|ND2|NADH	ATZ69057.1|ND2|NADH
OG0000002	ATZ69340.1|COX1|cytochrome	ATZ69054.1|COX1|cytochrome
OG0000003	ATZ69346.1|COX2|cytochrome	ATZ69060.1|COX2|cytochrome
OG0000004	ATZ69351.1|ATP8|ATP	ATZ69065.1|ATP8|ATP
OG0000005	ATZ69347.1|ATP6|ATP	ATZ69061.1|ATP6|ATP
OG0000006	ATZ69345.1|COX3|cytochrome	ATZ69059.1|COX3|cytochrome
OG0000007	ATZ69349.1|ND3|NADH	ATZ69063.1|ND3|NADH
OG0000008	ATZ69350.1|ND4L|NADH	ATZ69064.1|ND4L|NADH
OG0000009	ATZ69341.1|ND4|NADH	ATZ69055.1|ND4|NADH
OG0000010	ATZ69339.1|ND5|NADH	ATZ69053.1|ND5|NADH
OG0000011	ATZ69342.1|CYTB|cytochrome	ATZ69056.1|CYTB|cytochrome
OG0000012	ATZ69348.1|ND6|NADH	ATZ69062.1|ND6|NADH
