Orthogroup	MG590284.1	MG590270.1
OG0000000	ATZ69188.1|ND1|NADH	ATZ69006.1|ND1|NADH
OG0000001	ATZ69187.1|ND2|NADH	ATZ69005.1|ND2|NADH
OG0000002	ATZ69184.1|COX1|cytochrome	ATZ69002.1|COX1|cytochrome
OG0000003	ATZ69190.1|COX2|cytochrome	ATZ69008.1|COX2|cytochrome
OG0000004	ATZ69195.1|ATP8|ATP	ATZ69013.1|ATP8|ATP
OG0000005	ATZ69191.1|ATP6|ATP	ATZ69009.1|ATP6|ATP
OG0000006	ATZ69189.1|COX3|cytochrome	ATZ69007.1|COX3|cytochrome
OG0000007	ATZ69193.1|ND3|NADH	ATZ69011.1|ND3|NADH
OG0000008	ATZ69194.1|ND4L|NADH	ATZ69012.1|ND4L|NADH
OG0000009	ATZ69185.1|ND4|NADH	ATZ69003.1|ND4|NADH
OG0000010	ATZ69183.1|ND5|NADH	ATZ69001.1|ND5|NADH
OG0000011	ATZ69186.1|CYTB|cytochrome	ATZ69004.1|CYTB|cytochrome
OG0000012	ATZ69192.1|ND6|NADH	ATZ69010.1|ND6|NADH
