Orthogroup	MG590284.1	MG590299.1
OG0000000	ATZ69188.1|ND1|NADH	ATZ69383.1|ND1|NADH
OG0000001	ATZ69187.1|ND2|NADH	ATZ69382.1|ND2|NADH
OG0000002	ATZ69184.1|COX1|cytochrome	ATZ69379.1|COX1|cytochrome
OG0000003	ATZ69190.1|COX2|cytochrome	ATZ69385.1|COX2|cytochrome
OG0000004	ATZ69195.1|ATP8|ATP	ATZ69390.1|ATP8|ATP
OG0000005	ATZ69191.1|ATP6|ATP	ATZ69386.1|ATP6|ATP
OG0000006	ATZ69189.1|COX3|cytochrome	ATZ69384.1|COX3|cytochrome
OG0000007	ATZ69193.1|ND3|NADH	ATZ69388.1|ND3|NADH
OG0000008	ATZ69194.1|ND4L|NADH	ATZ69389.1|ND4L|NADH
OG0000009	ATZ69185.1|ND4|NADH	ATZ69380.1|ND4|NADH
OG0000010	ATZ69183.1|ND5|NADH	ATZ69378.1|ND5|NADH
OG0000011	ATZ69186.1|CYTB|cytochrome	ATZ69381.1|CYTB|cytochrome
OG0000012	ATZ69192.1|ND6|NADH	ATZ69387.1|ND6|NADH
