Orthogroup	MG590291.1	MG590278.1
OG0000000	ATZ69279.1|ND1|NADH	ATZ69110.1|ND1|NADH
OG0000001	ATZ69278.1|ND2|NADH	ATZ69109.1|ND2|NADH
OG0000002	ATZ69275.1|COX1|cytochrome	ATZ69106.1|COX1|cytochrome
OG0000003	ATZ69281.1|COX2|cytochrome	ATZ69112.1|COX2|cytochrome
OG0000004	ATZ69286.1|ATP8|ATP	ATZ69117.1|ATP8|ATP
OG0000005	ATZ69282.1|ATP6|ATP	ATZ69113.1|ATP6|ATP
OG0000006	ATZ69280.1|COX3|cytochrome	ATZ69111.1|COX3|cytochrome
OG0000007	ATZ69284.1|ND3|NADH	ATZ69115.1|ND3|NADH
OG0000008	ATZ69285.1|ND4L|NADH	ATZ69116.1|ND4L|NADH
OG0000009	ATZ69276.1|ND4|NADH	ATZ69107.1|ND4|NADH
OG0000010	ATZ69274.1|ND5|NADH	ATZ69105.1|ND5|NADH
OG0000011	ATZ69277.1|CYTB|cytochrome	ATZ69108.1|CYTB|cytochrome
OG0000012	ATZ69283.1|ND6|NADH	ATZ69114.1|ND6|NADH
