Orthogroup	MG590300.1	MG590288.1
OG0000000	ATZ69396.1|ND1|NADH	ATZ69240.1|ND1|NADH
OG0000001	ATZ69395.1|ND2|NADH	ATZ69239.1|ND2|NADH
OG0000002	ATZ69392.1|COX1|cytochrome	ATZ69236.1|COX1|cytochrome
OG0000003	ATZ69398.1|COX2|cytochrome	ATZ69242.1|COX2|cytochrome
OG0000004	ATZ69403.1|ATP8|ATP	ATZ69247.1|ATP8|ATP
OG0000005	ATZ69399.1|ATP6|ATP	ATZ69243.1|ATP6|ATP
OG0000006	ATZ69397.1|COX3|cytochrome	ATZ69241.1|COX3|cytochrome
OG0000007	ATZ69401.1|ND3|NADH	ATZ69245.1|ND3|NADH
OG0000008	ATZ69402.1|ND4L|NADH	ATZ69246.1|ND4L|NADH
OG0000009	ATZ69393.1|ND4|NADH	ATZ69237.1|ND4|NADH
OG0000010	ATZ69391.1|ND5|NADH	ATZ69235.1|ND5|NADH
OG0000011	ATZ69394.1|CYTB|cytochrome	ATZ69238.1|CYTB|cytochrome
OG0000012	ATZ69400.1|ND6|NADH	ATZ69244.1|ND6|NADH
