Orthogroup	MG590280.1	MG590279.1
OG0000000	ATZ69136.1|ND1|NADH	ATZ69123.1|ND1|NADH
OG0000001	ATZ69135.1|ND2|NADH	ATZ69122.1|ND2|NADH
OG0000002	ATZ69132.1|COX1|cytochrome	ATZ69119.1|COX1|cytochrome
OG0000003	ATZ69138.1|COX2|cytochrome	ATZ69125.1|COX2|cytochrome
OG0000004	ATZ69143.1|ATP8|ATP	ATZ69130.1|ATP8|ATP
OG0000005	ATZ69139.1|ATP6|ATP	ATZ69126.1|ATP6|ATP
OG0000006	ATZ69137.1|COX3|cytochrome	ATZ69124.1|COX3|cytochrome
OG0000007	ATZ69141.1|ND3|NADH	ATZ69128.1|ND3|NADH
OG0000008	ATZ69142.1|ND4L|NADH	ATZ69129.1|ND4L|NADH
OG0000009	ATZ69133.1|ND4|NADH	ATZ69120.1|ND4|NADH
OG0000010	ATZ69131.1|ND5|NADH	ATZ69118.1|ND5|NADH
OG0000011	ATZ69134.1|CYTB|cytochrome	ATZ69121.1|CYTB|cytochrome
OG0000012	ATZ69140.1|ND6|NADH	ATZ69127.1|ND6|NADH
