Orthogroup	MG590277.1	MG590298.1
OG0000000	ATZ69097.1|ND1|NADH	ATZ69370.1|ND1|NADH
OG0000001	ATZ69096.1|ND2|NADH	ATZ69369.1|ND2|NADH
OG0000002	ATZ69093.1|COX1|cytochrome	ATZ69366.1|COX1|cytochrome
OG0000003	ATZ69099.1|COX2|cytochrome	ATZ69372.1|COX2|cytochrome
OG0000004	ATZ69104.1|ATP8|ATP	ATZ69377.1|ATP8|ATP
OG0000005	ATZ69100.1|ATP6|ATP	ATZ69373.1|ATP6|ATP
OG0000006	ATZ69098.1|COX3|cytochrome	ATZ69371.1|COX3|cytochrome
OG0000007	ATZ69102.1|ND3|NADH	ATZ69375.1|ND3|NADH
OG0000008	ATZ69103.1|ND4L|NADH	ATZ69376.1|ND4L|NADH
OG0000009	ATZ69094.1|ND4|NADH	ATZ69367.1|ND4|NADH
OG0000010	ATZ69092.1|ND5|NADH	ATZ69365.1|ND5|NADH
OG0000011	ATZ69095.1|CYTB|cytochrome	ATZ69368.1|CYTB|cytochrome
OG0000012	ATZ69101.1|ND6|NADH	ATZ69374.1|ND6|NADH
