Orthogroup	MG590299.1	MG590298.1
OG0000000	ATZ69383.1|ND1|NADH	ATZ69370.1|ND1|NADH
OG0000001	ATZ69382.1|ND2|NADH	ATZ69369.1|ND2|NADH
OG0000002	ATZ69379.1|COX1|cytochrome	ATZ69366.1|COX1|cytochrome
OG0000003	ATZ69385.1|COX2|cytochrome	ATZ69372.1|COX2|cytochrome
OG0000004	ATZ69390.1|ATP8|ATP	ATZ69377.1|ATP8|ATP
OG0000005	ATZ69386.1|ATP6|ATP	ATZ69373.1|ATP6|ATP
OG0000006	ATZ69384.1|COX3|cytochrome	ATZ69371.1|COX3|cytochrome
OG0000007	ATZ69388.1|ND3|NADH	ATZ69375.1|ND3|NADH
OG0000008	ATZ69389.1|ND4L|NADH	ATZ69376.1|ND4L|NADH
OG0000009	ATZ69380.1|ND4|NADH	ATZ69367.1|ND4|NADH
OG0000010	ATZ69378.1|ND5|NADH	ATZ69365.1|ND5|NADH
OG0000011	ATZ69381.1|CYTB|cytochrome	ATZ69368.1|CYTB|cytochrome
OG0000012	ATZ69387.1|ND6|NADH	ATZ69374.1|ND6|NADH
