Orthogroup	MG590283.1	MG590300.1
OG0000000	ATZ69175.1|ND1|NADH	ATZ69396.1|ND1|NADH
OG0000001	ATZ69174.1|ND2|NADH	ATZ69395.1|ND2|NADH
OG0000002	ATZ69171.1|COX1|cytochrome	ATZ69392.1|COX1|cytochrome
OG0000003	ATZ69177.1|COX2|cytochrome	ATZ69398.1|COX2|cytochrome
OG0000004	ATZ69182.1|ATP8|ATP	ATZ69403.1|ATP8|ATP
OG0000005	ATZ69178.1|ATP6|ATP	ATZ69399.1|ATP6|ATP
OG0000006	ATZ69176.1|COX3|cytochrome	ATZ69397.1|COX3|cytochrome
OG0000007	ATZ69180.1|ND3|NADH	ATZ69401.1|ND3|NADH
OG0000008	ATZ69181.1|ND4L|NADH	ATZ69402.1|ND4L|NADH
OG0000009	ATZ69172.1|ND4|NADH	ATZ69393.1|ND4|NADH
OG0000010	ATZ69170.1|ND5|NADH	ATZ69391.1|ND5|NADH
OG0000011	ATZ69173.1|CYTB|cytochrome	ATZ69394.1|CYTB|cytochrome
OG0000012	ATZ69179.1|ND6|NADH	ATZ69400.1|ND6|NADH
