Orthogroup	MG590269.1	MG590297.1
OG0000000	ATZ68993.1|ND1|NADH	ATZ69357.1|ND1|NADH
OG0000001	ATZ68992.1|ND2|NADH	ATZ69356.1|ND2|NADH
OG0000002	ATZ68989.1|COX1|cytochrome	ATZ69353.1|COX1|cytochrome
OG0000003	ATZ68995.1|COX2|cytochrome	ATZ69359.1|COX2|cytochrome
OG0000004	ATZ69000.1|ATP8|ATP	ATZ69364.1|ATP8|ATP
OG0000005	ATZ68996.1|ATP6|ATP	ATZ69360.1|ATP6|ATP
OG0000006	ATZ68994.1|COX3|cytochrome	ATZ69358.1|COX3|cytochrome
OG0000007	ATZ68998.1|ND3|NADH	ATZ69362.1|ND3|NADH
OG0000008	ATZ68999.1|ND4L|NADH	ATZ69363.1|ND4L|NADH
OG0000009	ATZ68990.1|ND4|NADH	ATZ69354.1|ND4|NADH
OG0000010	ATZ68988.1|ND5|NADH	ATZ69352.1|ND5|NADH
OG0000011	ATZ68991.1|CYTB|cytochrome	ATZ69355.1|CYTB|cytochrome
OG0000012	ATZ68997.1|ND6|NADH	ATZ69361.1|ND6|NADH
