Orthogroup	MG590268.1	MG590293.1
OG0000000	ATZ68980.1|ND1|NADH	ATZ69305.1|ND1|NADH
OG0000001	ATZ68979.1|ND2|NADH	ATZ69304.1|ND2|NADH
OG0000002	ATZ68976.1|COX1|cytochrome	ATZ69301.1|COX1|cytochrome
OG0000003	ATZ68982.1|COX2|cytochrome	ATZ69307.1|COX2|cytochrome
OG0000004	ATZ68987.1|ATP8|ATP	ATZ69312.1|ATP8|ATP
OG0000005	ATZ68983.1|ATP6|ATP	ATZ69308.1|ATP6|ATP
OG0000006	ATZ68981.1|COX3|cytochrome	ATZ69306.1|COX3|cytochrome
OG0000007	ATZ68985.1|ND3|NADH	ATZ69310.1|ND3|NADH
OG0000008	ATZ68986.1|ND4L|NADH	ATZ69311.1|ND4L|NADH
OG0000009	ATZ68977.1|ND4|NADH	ATZ69302.1|ND4|NADH
OG0000010	ATZ68975.1|ND5|NADH	ATZ69300.1|ND5|NADH
OG0000011	ATZ68978.1|CYTB|cytochrome	ATZ69303.1|CYTB|cytochrome
OG0000012	ATZ68984.1|ND6|NADH	ATZ69309.1|ND6|NADH
